ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399975.SZ,20131104,536.0145,543.5142,545.2032,535.4423,540.9633,-4.9488,-0.9148,2960930.09,3050092.967
399975.SZ,20131105,534.0301,532.4646,535.8967,525.6256,536.0145,-1.9844,-0.3702,3776242.06,3904201.232
399975.SZ,20131106,524.7324,531.711,533.8063,524.7324,534.0301,-9.2977,-1.741,3449554.66,3563371.451
399975.SZ,20131107,519.7797,523.9987,526.577,518.0894,524.7324,-4.9527,-0.9439,3558756.78,3708182.741
399975.SZ,20131108,501.8461,516.884,519.3714,499.3236,519.7797,-17.9336,-3.4502,5720981.14,5731579.205
399975.SZ,20131111,501.4378,501.9453,504.4504,496.9046,501.8461,-0.4083,-0.0814,2902474.86,2867230.699
399975.SZ,20131112,507.5339,502.8921,508.9307,502.5822,501.4378,6.0961,1.2157,3069420.16,3068471.613
399975.SZ,20131113,491.6487,503.4203,503.4203,491.6487,507.5339,-15.8852,-3.1299,3881703.52,3765703.05
399975.SZ,20131114,494.6802,493.1331,495.612,489.4431,491.6487,3.0315,0.6166,2809013.04,2683975.294
399975.SZ,20131115,521.0067,496.8955,531.5052,496.8955,494.6802,26.3265,5.3219,10750834.86,10929867.889
399975.SZ,20131118,554.4419,528.0366,554.4419,524.8454,521.0067,33.4352,6.4174,14653688.12,15818861.544
399975.SZ,20131119,547.7727,552.3969,552.3969,543.9864,554.4419,-6.6692,-1.2029,8028767.87,8986821.898
399975.SZ,20131120,550.9689,553.5795,555.9338,545.3824,547.7727,3.1962,0.5835,5669550.61,6349193.541
399975.SZ,20131121,547.474,546.0868,549.9591,536.4585,550.9689,-3.4949,-0.6343,8034351.39,8830259.259
399975.SZ,20131122,547.6277,550.8037,556.3421,545.775,547.474,0.1537,0.0281,7423012.39,8502439.639
399975.SZ,20131125,543.3329,543.6703,557.1543,539.731,547.6277,-4.2948,-0.7843,6299352.6,7188196.298
399975.SZ,20131126,546.702,543.0659,555.7032,542.8546,543.3329,3.3691,0.6201,5907090.75,6592959.346
399975.SZ,20131127,564.1603,546.8623,566.6897,545.9088,546.702,17.4583,3.1934,11278792.98,12197561.407
399975.SZ,20131128,562.8227,562.1777,573.7003,560.2927,564.1603,-1.3376,-0.2371,10042737.66,10752242.807
399975.SZ,20131129,563.1767,564.333,566.1119,560.0447,562.8227,0.354,0.0629,5294106.64,5711655.861
399975.SZ,20131202,591.2564,583.0208,603.4257,577.2085,563.1767,28.0797,4.9859,21045033.82,24314922.564
399975.SZ,20131203,589.6246,587.3288,591.5759,580.4764,591.2564,-1.6318,-0.276,9509131.27,10958144.528
399975.SZ,20131204,589.4814,589.0204,599.0243,586.3034,589.6246,-0.1432,-0.0243,9658715.47,11136530.77
399975.SZ,20131205,594.0589,587.8113,599.4663,586.6125,589.4814,4.5775,0.7765,8002147.04,9479270.745
399975.SZ,20131206,582.0275,590.7714,594.2718,579.6713,594.0589,-12.0314,-2.0253,8451080.48,10007867.886
399975.SZ,20131209,580.9372,583.7983,595.1732,580.2527,582.0275,-1.0903,-0.1873,5750400.36,6848657.393
399975.SZ,20131210,582.599,580.8693,587.2734,579.1022,580.9372,1.6618,0.2861,5152998.49,5987461.329
399975.SZ,20131211,564.3363,577.9074,577.9074,559.6956,582.599,-18.2627,-3.1347,6807731.24,7655048.547
399975.SZ,20131212,563.2401,562.4382,568.6889,559.4029,564.3363,-1.0962,-0.1942,4807008.26,5278864.875
399975.SZ,20131213,567.6843,557.7017,570.2979,556.8352,563.2401,4.4442,0.789,4600308.66,5072878.929
399975.SZ,20131216,555.304,572.195,573.3977,553.8066,567.6843,-12.3803,-2.1808,5084772.32,5689544.368
399975.SZ,20131217,555.3419,555.6571,561.9541,552.0718,555.304,0.0379,0.0068,3708975.07,4154851.789
399975.SZ,20131218,560.4341,555.7868,564.21,555.1445,555.3419,5.0922,0.9169,3576709.97,3991279.835
399975.SZ,20131219,559.4402,563.6221,567.9369,556.284,560.4341,-0.9939,-0.1773,4333316.89,4902745.946
399975.SZ,20131220,545.6875,559.4921,561.8721,545.6875,559.4402,-13.7527,-2.4583,5064320.53,5618958.619
