ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399975.SZ,20080613,1005.909,1159.445,1188.199,1005.909,1238.605,-232.696,-0.1879,611063762.0,17723826976.0
399975.SZ,20080620,951.463,1005.822,1014.564,849.394,1005.909,-54.446,-0.0541,825055739.0,19914325233.0
399975.SZ,20080627,903.712,918.263,998.97,888.8,951.463,-47.751,-0.0502,819156875.0,20327791162.0
399975.SZ,20080704,847.238,886.684,914.594,766.491,903.712,-56.474,-0.0625,753171787.0,16989850596.0
399975.SZ,20080711,895.881,843.446,962.011,843.446,847.238,48.643,0.0574,898039497.0,22033431486.0
399975.SZ,20080718,853.643,870.65,917.812,799.674,895.881,-42.238,-0.0471,604143559.0,13758699658.0
399975.SZ,20080725,909.613,845.346,940.936,845.346,853.643,55.97,0.0656,842956958.0,19926231305.0
399975.SZ,20080801,871.314,916.823,928.549,809.428,909.613,-38.299,-0.0421,517844287.0,11868570414.0
399975.SZ,20080808,783.631,851.257,857.078,780.33,871.314,-87.683,-0.1006,479374147.0,10450728431.0
399975.SZ,20080815,664.618,777.106,777.106,631.405,783.631,-119.013,-0.1519,602151327.0,11030389740.0
399975.SZ,20080822,695.095,659.786,742.735,589.302,664.618,30.477,0.0459,908319441.0,16243826820.0
399975.SZ,20080829,732.496,693.744,745.024,645.373,695.095,37.401,0.0538,880239506.0,15541727370.0
