ts_code,ann_date,f_ann_date,end_date,comp_type,report_type,end_type,net_profit,finan_exp,c_fr_sale_sg,recp_tax_rends,n_depos_incr_fi,n_incr_loans_cb,n_inc_borr_oth_fi,prem_fr_orig_contr,n_incr_insured_dep,n_reinsur_prem,n_incr_disp_tfa,ifc_cash_incr,n_incr_disp_faas,n_incr_loans_oth_bank,n_cap_incr_repur,c_fr_oth_operate_a,c_inf_fr_operate_a,c_paid_goods_s,c_paid_to_for_empl,c_paid_for_taxes,n_incr_clt_loan_adv,n_incr_dep_cbob,c_pay_claims_orig_inco,pay_handling_chrg,pay_comm_insur_plcy,oth_cash_pay_oper_act,st_cash_out_act,n_cashflow_act,oth_recp_ral_inv_act,c_disp_withdrwl_invest,c_recp_return_invest,n_recp_disp_fiolta,n_recp_disp_sobu,stot_inflows_inv_act,c_pay_acq_const_fiolta,c_paid_invest,n_disp_subs_oth_biz,oth_pay_ral_inv_act,n_incr_pledge_loan,stot_out_inv_act,n_cashflow_inv_act,c_recp_borrow,proc_issue_bonds,oth_cash_recp_ral_fnc_act,stot_cash_in_fnc_act,free_cashflow,c_prepay_amt_borr,c_pay_dist_dpcp_int_exp,incl_dvd_profit_paid_sc_ms,oth_cashpay_ral_fnc_act,stot_cashout_fnc_act,n_cash_flows_fnc_act,eff_fx_flu_cash,n_incr_cash_cash_equ,c_cash_equ_beg_period,c_cash_equ_end_period,c_recp_cap_contrib,incl_cash_rec_saims,uncon_invest_loss,prov_depr_assets,depr_fa_coga_dpba,amort_intang_assets,lt_amort_deferred_exp,decr_deferred_exp,incr_acc_exp,loss_disp_fiolta,loss_scr_fa,loss_fv_chg,invest_loss,decr_def_inc_tax_assets,incr_def_inc_tax_liab,decr_inventories,decr_oper_payable,incr_oper_payable,others,im_net_cashflow_oper_act,conv_debt_into_cap,conv_copbonds_due_within_1y,fa_fnc_leases,im_n_incr_cash_equ,net_dism_capital_add,net_cash_rece_sec,credit_impa_loss,use_right_asset_dep,oth_loss_asset,end_bal_cash,beg_bal_cash,end_bal_cash_equ,beg_bal_cash_equ,update_flag
600030.SH,20090430,20090430,20090331,4,1,1,,,,,,,,,,,375529864.56,3360047847.42,,,-3182295904.61,9832054166.22,10385335973.59,,679070395.56,,,,,237581594.85,,609498331.52,2345322093.74,8040013879.85,163926.72,11992316431.65,,,,11992480358.37,30541074.43,54187784.8,,,,84728859.23,11907751499.14,,,,13680638.11,,450000000.0,17550000.0,,,467550000.0,-453869361.89,365339.83,19494261356.93,84912565201.65,104406826558.58,13680638.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20090430,20090430,20081231,4,1,4,8050229272.1,81300000.0,,,,,,,,,-2948389456.32,16648653158.27,,,,13388326776.02,-29651475003.7,,4197948716.17,5825782249.34,,,,1958126369.84,,5632996472.45,-7461100584.42,-22190374419.28,11428897.82,742977.72,27113030.36,,,39284905.9,376102215.55,2931998445.26,,7858466.23,,25192520694.48,-25153235788.58,,,,31000310.5,-22120784553.545,141102400.0,2461775354.85,,781523.38,2603659278.23,-2572658967.73,-185546074.59,-50101815250.18,135014380451.83,84912565201.65,31000310.5,,,710599104.42,197548390.33,33139050.68,66949506.18,,,-1613209.18,,3341380871.12,-5757845509.6,-466843381.84,-834878612.01,,26833589095.78,-54443928997.26,,-22190374419.28,,,,,,-56735795281.67,,,,,,,,0
600030.SH,20081030,20081030,20080930,4,1,3,,,,,,,,,,,-1541884999.06,12710684346.25,,,3766610254.09,2205753236.55,17141162837.83,,3284809873.06,5350129250.48,,,,1659003118.44,,24709725993.09,30003668235.07,-12862505397.24,2102570.74,-13217386585.92,415900508.7,,,-12799383506.48,213315386.21,2536973242.22,,299560.75,,2750588189.18,-15549971695.67,,,1183329.0,34183329.0,,140246400.0,2380736900.0,,781523.38,2521764823.38,-2487581494.38,-180209628.03,-31080268215.32,135014380451.83,103934112236.51,33000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080809,20080809,20080630,4,1,2,5168659925.39,40650000.0,,,,,,,,,-1725257769.41,9413604461.31,,,11535325369.04,66701191690.43,85924863751.37,,2491902451.5,4759803742.42,,,,1185985930.74,,8850583162.1,12288275286.76,73636588464.61,1350250.34,-8168288686.12,412663307.76,,,-7754275128.02,137839388.0,1896896996.55,,365952.79,,2035102337.34,-9789377465.36,,,,33000000.0,,140667200.0,2427206696.72,,781523.38,2568655420.1,-2535655420.1,-169393174.09,61142162405.06,135014380451.83,196156542856.89,33000000.0,,,-3676574.15,89832412.21,13849427.17,26699366.03,,,-1847456.24,-46533.14,3504692043.36,-2046412320.26,173968264.85,-1501778121.72,,24946528462.14,43225469568.98,,73636588464.61,,,,61142162405.06,,,,,,196156542856.89,135014380451.83,,,0
600030.SH,20080428,20080428,20080331,4,1,1,,,,,,,,,,,-1096911791.82,5111606353.3,,,-599109663.61,31809211244.59,35224796142.46,,1788042249.19,1355466987.44,,,,569926098.16,,2443785539.33,1157220874.12,34067575268.34,284400.31,3487656.22,123878842.72,,,127650899.25,45125203.01,2908718323.39,,635194.8,,2954478721.2,-2826827821.95,,,,,,144310400.0,23369796.73,,,167680196.73,-167680196.73,-104953876.74,30968113372.92,135014380451.83,165982493824.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080317,20080317,20071231,4,1,4,13545785865.29,81300000.0,,,,,,,,,1351658115.02,21615021203.61,,103001800.0,,9367313528.25,108436562637.14,,1808404440.02,3639603841.94,,,,1930736014.01,,15505821731.83,40754916248.05,67681646389.09,227111356.01,36353031.15,,12995556.09,,276459943.25,634267991.57,976301148.22,,89852934.58,,3821671305.09,-3545211361.84,,,,25003006158.0,,200934000.0,688400000.0,,23807000.34,913141000.34,24089865157.66,-123299949.97,88103000234.94,46911380216.89,135014380451.83,25003006158.0,,,146837212.94,136619709.48,28545579.9,46529998.86,,,-1323720.67,,-3351154147.58,-4515165129.71,-191504055.04,799162278.02,,-25999290990.24,86955303787.84,,67681646389.09,,,,88103000234.94,,75978777649.19,,,,122324025864.4,36420717438.29,12690354587.43,10490662778.6,0
600030.SH,20071026,20071026,20070930,4,1,3,,,,,,,,,,,515401517.06,14379803968.08,,1979407140.0,-2693959619.21,110010291057.44,124190944063.37,,1250024469.84,2509180168.69,,,,1788885762.97,,13797444934.39,19345535335.89,104845408727.48,193810222.09,29444643116.39,207439612.59,,,29845892951.07,461787834.05,33388371244.76,,3611878.03,,33853770956.84,-4007878005.77,,,,25118092792.67,,,688400000.0,,23807000.34,712207000.34,24405885792.33,-48134314.59,125195282199.45,47069929894.88,172265212094.33,25118092792.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20070815,20070815,20070630,4,1,2,5025290000.74,,,,,,,,,,-498565056.74,8938752382.55,,,-2114692172.26,94535639102.59,100861134256.14,,1031945707.49,1505059252.85,,,,672192978.23,,6015415534.41,9224613472.98,91636520783.16,40765598.29,5083458914.73,150554395.3,,,5274778908.32,225410720.18,6308307452.93,,,,6533718173.11,-1258939264.79,,,,,,,688400000.0,,,688400000.0,-688400000.0,-51391285.37,89637790233.0,46911380216.89,136549170449.89,,,,-27614557.8,65768245.81,13775510.6,29481779.28,,,168559.78,-13467.82,-5180048.95,-1158735533.08,101856.36,5910489.54,174113962.85,-6616730018.21,88529358017.85,5600825986.21,91636520783.16,,,,89637790233.0,,,,,,136549170449.89,46911380216.89,,,0
600030.SH,20070427,20070427,20070331,4,1,1,,,,,,,,,,,215745838.0,2817091708.41,,0.0,-861043828.67,40868152000.67,43039945718.41,,362645601.45,495615330.63,,,,,,2268839594.19,3363758846.31,39676186872.1,34247.61,4292113462.06,,,,4293603939.44,20329743.62,6899678788.74,,0.0,,6920008532.36,-2626404592.92,,0.0,0.0,0.0,,0.0,17550000.0,,0.0,17550000.0,-17550000.0,-18859875.94,37013372403.24,47177419255.91,84190791659.15,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20080317,20070316,20061231,4,1,4,2586268779.23,53147500.0,,,,,,,,,179723294.81,4275521432.77,,50233500.0,,1198099349.35,36425115585.94,,587574136.41,482910794.72,,,,343377566.35,,2139977506.24,6175462263.84,30249653322.1,,308325.0,31082326.64,74192887.42,,105583539.06,464683554.64,557513558.05,,,,718440854.92,-612857315.86,,1500000000.0,,6145000000.0,,,339903531.39,,4503829.28,344407360.67,5800592639.33,-26063661.22,35411324984.35,11500055232.54,46911380216.89,4645000000.0,,,142643213.37,146912883.25,32513086.44,17892048.62,,,3451788.19,,-176389769.57,-385961187.0,-36236598.54,47881391.28,,-6930708170.13,34748238356.96,,30249653322.1,,,,35411324984.35,,30695552084.6,,,,36420717438.29,10221913352.79,10490662778.6,1278141879.75,0
600030.SH,20071026,20061031,20060930,4,1,3,,,,,,,,,,,-3719847005.9,1897194468.46,,490443030.0,-2778043872.29,22191860203.8,18081606824.07,,372508994.07,307281755.22,,,,405895820.38,,3062791401.87,4148477971.54,13933128852.53,800832451.41,656177142.14,89099041.32,,,1546108634.87,67545530.86,697543978.53,,,,765089509.39,781019125.48,,1500270000.0,,6145270000.0,,,354325710.89,,4503829.28,358829540.17,5786440459.83,-16200529.28,20484387908.56,11500055232.54,31984443141.1,4645000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20070815,20060816,20060630,4,1,2,843858325.05,,,,,,,,,,-618137576.59,1533649811.22,,205884000.0,-2009017482.77,20267246503.89,19379625255.75,,306851675.34,134166577.01,,,,237365401.91,,1412198335.14,2090581989.4,17289043266.35,145953672.18,623663054.01,66207787.43,,,835824513.62,57109139.07,709172345.0,,,,766281484.07,69543029.55,,1500270000.0,,6145270000.0,,,21524376.67,,4503829.28,26028205.95,6119241794.05,-5170175.99,23472657913.96,11500055232.54,34972713146.5,4645000000.0,,,906.65,68871280.0,15675089.7,11253969.9,,,-1314410.98,,-197033468.57,-211759443.39,,,,10715088764.79,6044402253.2,,17289043266.35,,,,23472657913.96,,,,,,34972713146.5,11500055232.54,,,0
600030.SH,20070427,20060427,20060331,4,1,1,,,,,,,,,,,-1142341967.08,326455366.61,,300000000.0,160300614.01,1783788159.29,1428202172.83,,112160439.65,112862669.14,,,,46029821.41,,187091539.36,458144469.56,970057703.27,76338.77,143784159.49,11266592.26,,,155127090.52,0.0,118934205.0,,12906680.65,,131840885.65,23286204.87,,0.0,0.0,0.0,,0.0,16337511.11,,0.0,16337511.11,-16337511.11,-3682239.28,973324157.75,11500055232.54,12473379390.29,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
600030.SH,20060329,20060329,20051231,4,1,4,,,,,,,,,,,1041900947.15,410826719.52,,,568607239.75,299212116.86,21838368247.49,,197377478.18,49848848.48,,,,,,321600620.73,18269544480.86,3568823766.63,21507093.57,1949183317.5,128392298.15,11963968.86,,2111046678.08,559551571.75,1742100599.13,,,,2301652170.88,-190605492.8,9390000000.0,900000000.0,,11370000000.0,,10290000000.0,145297473.16,,,10435297473.16,934702526.84,-14073343.79,4298847456.88,,,1080000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
