ts_code,trade_date,trade_dt,close,volume,range_low_120,range_high_120,trading_range_flag,trend_slope_60,volume_trend_20,weekly_trend_26,phase,spring,sos,accumulation_score,future_return_5d,future_return_10d,future_return_20d,spring_success_10d,meta_score,score_bucket
600030.SH,20040817,2004-08-17,0.95,66932.98,0.88,1.55,0,-0.1441441441441442,-0.2091226217301187,-0.3896103896103896,A,0,0,18.14,-0.0105263157894737,0.0421052631578948,0.0842105263157895,0,-0.3243015765154692,1
600030.SH,20040818,2004-08-18,0.95,35876.5,0.88,1.55,0,-0.15929203539823,-0.1899132886976646,-0.3896103896103896,A,0,0,17.82,-0.0315789473684209,0.0526315789473683,0.1263157894736843,0,-0.33364687137838966,1
600030.SH,20040819,2004-08-19,0.93,45668.5,0.88,1.55,0,-0.1982758620689654,-0.1895164451125203,-0.3896103896103896,A,0,0,17.59,-0.010752688172043,0.10752688172043,0.1505376344086022,0,-0.38055167251606037,1
600030.SH,20040820,2004-08-20,0.92,44052.86,0.88,1.55,0,-0.1999999999999999,-0.14358048239909,-0.3783783783783784,A,0,0,17.17,-0.0108695652173913,0.108695652173913,0.1847826086956521,0,-0.36350918035460567,1
600030.SH,20040823,2004-08-23,0.92,20667.03,0.88,1.55,0,-0.2136752136752135,-0.1025257212511264,-0.3783783783783784,A,0,0,17.01,0.0217391304347824,0.076086956521739,0.2391304347826084,0,-0.3674005035288165,1
600030.SH,20040824,2004-08-24,0.94,37670.48,0.88,1.55,0,-0.2100840336134454,-0.1355512873735825,-0.3783783783783784,A,0,0,18.98,0.0531914893617022,0.0851063829787235,0.1914893617021278,0,-0.4026929416556469,1
600030.SH,20040825,2004-08-25,0.92,19969.93,0.88,1.49,0,-0.2203389830508474,-0.3285934408456635,-0.3783783783783784,A,0,0,33.32,0.0869565217391303,0.0978260869565217,0.1956521739130434,0,-0.69374149134817,0
600030.SH,20040826,2004-08-26,0.92,11355.1,0.88,1.49,0,-0.1999999999999999,-0.3655852691496551,-0.3783783783783784,A,0,0,30.05,0.1195652173913044,0.0543478260869565,0.2282608695652173,0,-0.6264195489978416,0
600030.SH,20040827,2004-08-27,0.91,18522.05,0.88,1.49,0,-0.2155172413793102,-0.3786535659562269,-0.4129032258064515,A,0,0,28.73,0.1208791208791209,0.0879120879120878,0.2087912087912089,0,-0.629533109787219,0
600030.SH,20040830,2004-08-30,0.94,60576.28,0.88,1.49,0,-0.1607142857142858,-0.3457438835822137,-0.4129032258064515,A,0,0,30.28,0.0531914893617022,0.0531914893617022,0.170212765957447,0,-0.5735226844011051,0
600030.SH,20040831,2004-08-31,0.99,191092.86,0.88,1.49,0,-0.0833333333333333,-0.1779574943662888,-0.4129032258064515,E,0,0,28.17,0.0303030303030302,0.0404040404040404,0.0808080808080808,0,-0.3936249451898161,1
600030.SH,20040901,2004-09-01,1.0,184121.67,0.88,1.49,0,-0.0654205607476635,-0.1330811286577319,-0.4129032258064515,E,0,0,32.05,0.01,0.07,0.07,0,-0.41864525429717336,1
600030.SH,20040902,2004-09-02,1.03,257372.43,0.88,1.49,0,-0.0462962962962962,0.0008493639664075,-0.4129032258064515,E,0,0,31.39,-0.0582524271844661,0.0388349514563106,0.0097087378640776,0,-0.34643215293650476,1
600030.SH,20040903,2004-09-03,1.02,139549.16,0.88,1.49,0,-0.0377358490566037,0.14271756357662,-0.3061224489795918,B,0,0,32.65,-0.0294117647058823,0.0686274509803921,0.0392156862745098,0,-0.3157717375571982,1
600030.SH,20040906,2004-09-06,0.99,170383.3,0.88,1.49,0,-0.0480769230769231,0.4286778471885499,-0.3061224489795918,B,0,0,24.82,0.0,0.1515151515151513,0.0707070707070707,0,-0.12758616586460225,3
600030.SH,20040907,2004-09-07,1.02,140453.38,0.88,1.49,0,-0.0973451327433627,0.5302475952063044,-0.3061224489795918,B,0,0,23.88,0.0098039215686274,0.0980392156862746,0.0294117647058824,0,-0.14874114700411317,3
600030.SH,20040908,2004-09-08,1.01,57874.78,0.88,1.49,0,-0.0982142857142858,0.5697813954741155,-0.3061224489795918,B,0,0,21.06,0.0594059405940594,0.0891089108910891,0.0891089108910891,0,-0.09481743584845947,4
600030.SH,20040909,2004-09-09,0.97,103913.7,0.88,1.49,0,-0.1100917431192661,0.6342043151119501,-0.3061224489795918,B,0,0,16.82,0.1030927835051547,0.1649484536082472,0.0618556701030927,0,-0.02608587538493748,4
600030.SH,20040910,2004-09-10,0.99,57752.41,0.88,1.49,0,-0.1,0.6208844884293696,-0.2978723404255319,B,0,0,19.97,0.101010101010101,0.1111111111111111,0.0303030303030302,0,-0.06594440829181378,4
600030.SH,20040913,2004-09-13,0.99,66666.32,0.88,1.49,0,-0.0747663551401869,0.7296094923719576,-0.2978723404255319,B,0,0,19.04,0.1515151515151513,0.1111111111111111,0.0404040404040404,0,0.011449405642523725,5
600030.SH,20040914,2004-09-14,1.03,222278.43,0.88,1.49,0,-0.0636363636363637,0.8252412460502103,-0.2978723404255319,B,0,0,19.4,0.0873786407766992,0.0388349514563106,0.0388349514563106,0,0.04673027543462374,5
600030.SH,20040915,2004-09-15,1.07,362851.04,0.88,1.48,0,-0.0360360360360361,1.1241774013479673,-0.2978723404255319,E,0,0,15.0,0.0280373831775702,0.0,-0.0093457943925233,0,0.23411065308668158,6
600030.SH,20040916,2004-09-16,1.07,142592.65,0.88,1.48,0,-0.0272727272727273,1.199584825382095,-0.2978723404255319,B,0,0,16.29,0.0560747663551399,-0.02803738317757,0.0186915887850467,0,0.24617478280885519,7
600030.SH,20040917,2004-09-17,1.09,293417.97,0.88,1.48,0,-0.0090909090909091,1.39003257943749,-0.2269503546099289,E,0,0,19.77,0.0091743119266054,-0.0275229357798165,0.0091743119266054,0,0.26804198702581405,7
600030.SH,20040920,2004-09-20,1.14,266931.88,0.88,1.48,0,0.0857142857142856,1.6174798181727963,-0.2269503546099289,E,0,0,19.69,-0.0350877192982455,-0.0701754385964911,-0.0438596491228068,0,0.45531537538428074,8
600030.SH,20040921,2004-09-21,1.12,157381.61,0.88,1.48,0,0.0370370370370369,1.831007867764522,-0.2269503546099289,E,0,0,15.0,-0.0446428571428572,-0.0625,-0.0267857142857143,0,0.5245681734236375,8
600030.SH,20040922,2004-09-22,1.1,132264.47,0.88,1.48,0,0.0280373831775702,2.435503382917545,-0.2269503546099289,B,0,0,15.0,-0.0272727272727273,0.0,-0.0090909090909091,0,0.680154060817392,8
600030.SH,20040923,2004-09-23,1.13,101486.59,0.88,1.48,0,0.0180180180180178,2.821016364118513,-0.2269503546099289,B,0,0,15.0,-0.0796460176991149,-0.0884955752212388,-0.0265486725663715,0,0.7738213602292237,9
600030.SH,20040924,2004-09-24,1.1,236677.76,0.88,1.48,0,-0.009009009009009,3.205456088794836,-0.2465753424657533,E,0,0,15.0,-0.0363636363636363,-0.0727272727272727,-0.0454545454545455,0,0.8451107377960579,9
600030.SH,20040927,2004-09-27,1.1,65276.86,0.88,1.48,0,-0.0178571428571429,3.0274144062157173,-0.2465753424657533,B,0,0,15.0,-0.0363636363636363,-0.0636363636363637,-0.0636363636363637,0,0.7843573095104288,9
600030.SH,20040928,2004-09-28,1.07,84104.14,0.88,1.48,0,-0.0530973451327432,2.23661302213634,-0.2465753424657533,B,0,0,15.0,-0.0186915887850467,0.0,-0.02803738317757,0,0.5197823578581312,8
600030.SH,20040929,2004-09-29,1.07,39646.09,0.88,1.48,0,-0.0360360360360361,1.807434111872836,-0.2465753424657533,B,0,0,15.0,0.0280373831775702,-0.0093457943925233,-0.0093457943925233,0,0.42317476167611534,8
600030.SH,20040930,2004-09-30,1.04,76507.21,0.88,1.47,0,-0.0796460176991149,1.2387099522270253,-0.2727272727272727,B,0,0,15.0,-0.0096153846153845,0.0480769230769231,-0.0096153846153845,0,0.209184413551895,6
600030.SH,20041008,2004-10-08,1.06,79832.49,0.88,1.45,0,-0.0619469026548671,1.0178668375789823,-0.2689655172413793,B,0,0,15.0,-0.0377358490566037,0.0377358490566037,-0.0188679245283018,0,0.17105351881381284,6
600030.SH,20041011,2004-10-11,1.06,104050.83,0.88,1.4,0,-0.0093457943925233,0.7849199143658523,-0.2689655172413793,B,0,0,15.0,-0.0283018867924528,0.0283018867924529,0.0,0,0.17488641569657964,6
600030.SH,20041012,2004-10-12,1.05,81727.65,0.88,1.4,0,0.0096153846153845,0.6429940446854534,-0.2689655172413793,B,0,0,15.0,0.0190476190476189,0.0380952380952381,0.0190476190476189,0,0.16023125820506928,6
600030.SH,20041013,2004-10-13,1.1,228171.85,0.88,1.38,0,0.0576923076923077,0.720891824786347,-0.2689655172413793,B,0,0,15.0,-0.0363636363636363,-0.0090909090909091,0.009090909090909,0,0.2442043372836707,7
600030.SH,20041014,2004-10-14,1.03,95680.76,0.88,1.35,0,0.0,0.6500886416431804,-0.2689655172413793,B,0,0,15.0,0.0582524271844659,0.0679611650485436,0.0679611650485436,0,0.1497108120458683,6
600030.SH,20041015,2004-10-15,1.02,48737.72,0.88,1.33,0,-0.0467289719626168,0.7058165320553822,-0.2661870503597121,B,0,0,13.5,0.0784313725490197,0.0294117647058824,0.0784313725490197,0,0.12792757013165254,6
