ts_code,trade_date,trade_dt,close,volume,range_low_120,range_high_120,trading_range_flag,trend_slope_60,volume_trend_20,weekly_trend_26,phase,spring,sos,accumulation_score,future_return_5d,future_return_10d,future_return_20d,spring_success_10d
300759.SZ,20201117,2020-11-17,49.31,20455.2,26.02,52.46,0,0.21994062345373577,0.2847048029392776,0.8041010618820947,E,0,0,2.06,-0.16122490367065512,-0.15737172987223702,-0.07625228148448604,0
300759.SZ,20201118,2020-11-18,44.4,77710.5,26.02,52.46,0,0.0774083960203833,0.32588946900706994,0.8041010618820947,B,0,0,1.17,-0.06801801801801788,-0.07252252252252245,0.048873873873873874,0
300759.SZ,20201119,2020-11-19,44.7,43319.05,26.43,52.46,0,0.11554779136511106,0.36241524731104224,0.8041010618820947,B,0,0,0.7,-0.08993288590604032,-0.06711409395973156,0.07158836689038028,0
300759.SZ,20201120,2020-11-20,44.32,37012.46,27.25,52.46,0,0.11244979919678699,0.3689576566813786,0.6711915535444948,B,0,0,0.3,-0.07784296028880877,-0.020983754512635344,0.07851985559566788,0
300759.SZ,20201123,2020-11-23,42.64,60390.49,27.4,52.46,0,0.022787239146078164,0.4496256956227356,0.6711915535444948,B,0,0,0.0,-0.054409005628517804,0.044559099437148086,0.16041275797373356,0
300759.SZ,20201124,2020-11-24,41.36,76521.53,27.81,52.46,0,0.010752688172043001,0.4578186922099139,0.6711915535444948,B,0,0,0.0,0.004593810444874169,0.07398452611218564,0.2081721470019342,0
300759.SZ,20201125,2020-11-25,41.38,68001.12,29.9,52.46,0,-0.02405660377358476,0.41202402423122453,0.6711915535444948,B,0,0,0.0,-0.004833252779120389,0.041082648622522866,0.22571290478492023,0
300759.SZ,20201126,2020-11-26,40.68,59286.83,31.4,52.46,0,-0.08481439820022507,0.3510384067333354,0.6711915535444948,B,0,0,0.0,0.025073746312684442,0.07915437561455252,0.23033431661750248,0
300759.SZ,20201127,2020-11-27,40.87,28314.78,31.79,52.46,0,-0.10195561415073617,0.29131532294132856,0.3668896321070234,B,0,0,0.0,0.06165891852214345,0.07291411793491576,0.23831661365304635,0
300759.SZ,20201130,2020-11-30,40.32,48209.38,32.34,52.46,0,-0.14828897338403046,0.2724639707838854,0.3668896321070234,A,0,0,0.0,0.10466269841269837,0.10689484126984139,0.2666170634920635,0
300759.SZ,20201201,2020-12-01,41.55,85185.58,32.34,52.46,0,-0.12397216951296652,0.32465617650735634,0.3668896321070234,A,0,0,0.0,0.06907340553549957,0.09626955475330923,0.23393501805054173,0
300759.SZ,20201202,2020-12-02,41.18,49523.41,32.34,52.46,0,-0.13650660515831403,0.33282900863902154,0.3668896321070234,A,0,0,0.0,0.04613890237979601,0.13088878096163192,0.25254978144730456,0
300759.SZ,20201203,2020-12-03,41.7,43303.24,32.53,52.46,0,-0.12779753189709264,0.2962544965139695,0.3668896321070234,A,0,0,0.0,0.052757793764987904,0.14868105515587526,0.24364508393285367,0
300759.SZ,20201204,2020-12-04,43.39,59082.09,32.77,52.46,0,-0.10830250719276602,0.24236639925489345,0.3053549939831528,B,0,0,0.0,0.010601521087808319,0.1016363217331182,0.20119843281862182,0
300759.SZ,20201207,2020-12-07,44.54,47612.59,32.77,52.46,0,-0.03822068667674372,0.24493778427202706,0.3053549939831528,B,0,0,0.0,0.00202065559048048,0.1109115401885945,0.21351594072743607,0
300759.SZ,20201208,2020-12-08,44.42,31615.92,32.77,52.46,0,0.012075643654591017,0.21489580648578754,0.3053549939831528,B,0,0,0.0,0.025438991445294823,0.12494371904547497,0.2125168842863574,0
300759.SZ,20201209,2020-12-09,43.08,31311.84,35.27,52.46,0,-0.02046384720327421,0.21274895890048628,0.3053549939831528,B,0,0,0.54,0.08101207056638815,0.17734447539461473,0.25301764159702866,0
300759.SZ,20201210,2020-12-10,43.9,37078.31,35.27,52.46,0,0.029549718574108708,0.20115196631568288,0.3053549939831528,B,0,0,3.28,0.09111617312072884,0.14009111617312064,0.14259681093394083,0
300759.SZ,20201211,2020-12-11,43.85,35686.46,35.27,52.46,0,0.06716962764662937,0.18322958540176448,0.20832185174979334,B,0,0,3.59,0.09007981755986316,0.15416191562143666,0.2031927023945268,0
300759.SZ,20201214,2020-12-14,44.63,38115.46,35.27,52.46,0,0.07103431725461973,0.21485432576481167,0.20832185174979334,B,0,0,3.42,0.1086712973336319,0.14429755769661656,0.24915975801030688,0
300759.SZ,20201215,2020-12-15,45.55,43897.42,36.03,52.46,0,0.08815097945532724,0.25511642696419146,0.20832185174979334,B,0,0,5.73,0.09703622392974753,0.1255762897914381,0.2344676180021954,0
300759.SZ,20201216,2020-12-16,46.57,41937.37,37.42,52.46,0,0.10670152091254748,0.15067550023952592,0.20832185174979334,B,0,0,20.0,0.08911316298045957,0.10757998711616912,0.16212153747047453,0
300759.SZ,20201217,2020-12-17,47.9,72071.51,37.61,52.46,0,0.134802179578299,0.15589432714670304,0.20832185174979334,E,0,0,20.0,0.044885177453027,0.0826722338204593,0.1235908141962423,0
300759.SZ,20201218,2020-12-18,47.8,41657.97,37.77,52.46,0,0.1435406698564594,0.1464413787479948,0.2632135306553909,E,0,0,20.0,0.058786610878661216,0.090376569037657,0.14372384937238514,0
300759.SZ,20201221,2020-12-21,49.48,39762.9,37.78,52.46,0,0.18373205741626797,0.07366369811734641,0.2632135306553909,E,0,0,20.0,0.03213419563459996,0.09236054971705743,0.09114793856103498,0
300759.SZ,20201222,2020-12-22,49.97,41499.9,39.0,52.46,0,0.21729598051157129,0.002275835892465272,0.2632135306553909,E,0,0,20.0,0.02601560936561942,0.07784670802481486,0.21172703622173294,0
